,movieId,title,genre,year,writer,director,cast,rating,runtimes,countries,languages,production companies
1404,1801,"Man in the Iron Mask, The (1998)","Action,Adventure",1998.0,"Alexandre Dumas père,Randall Wallace,","Randall Wallace,","Leonardo DiCaprio,Jeremy Irons,John Malkovich,Gérard Depardieu,Gabriel Byrne,Anne Parillaud,Judith Godrèche,Edward Atterton,Peter Sarsgaard,Hugh Laurie,David Lowe,Brigitte Boucher,Matthew Jocelyn,Karine Belly,Emmanuel Guttierez,Christian Erickson,François Montagut,Andrew Wallace,Cécile Auclert,Sonia Backers,Vincent Nemeth,Joe Sheridan,Olivier Hémon,Michael Morris,Emmanuel Patron,Leonor Varela,Michael Hofland,Laura Fraser,Brigitte Auber,Jean-Pol Brissart,François Guillaume,",6.5,132,"USA,France,","English,Italian,","United Artists Corporation,"
1405,1804,"Newton Boys, The (1998)","Action,Crime,Drama,History,Western",1998.0,"Claude Stanush,Richard Linklater,Claude Stanush,Clark Walker,","Richard Linklater,","Matthew McConaughey,Skeet Ulrich,Ethan Hawke,Gail Cronauer,Vincent D'Onofrio,Jena Karam,Julianna Margulies,Casey McAuliffe,Dwight Yoakam,Charles Gunning,Regina Mae Matthews,Becket Gremmels,Lew Temple,Glynn Williams,Charles 'Chip' Bray,Chloe Webb,Gary Moody,Robert Iannaccone,Jennifer Miriam,Anne Stedman,Marjorie Carroll,Katie Gratson,Angie Chase,Lynn Mathis,Ed Dollison,Boots Southerland,Bo Hopkins,Tommy Townsend,Mary Love,Zeke Mills,Abra Moore,Lori Heuring,Joe Stevens,Eddie Matthews,Scott Roland,Jeff Schwan,Rooster McConaughey,Bo Franks,Ali Nazary,Ron De Roxtra,David Jensen,Brad Arrington,Richard Andrew Jones,Randy Stripling,Harold Suggs,Chamblee Ferguson,F.W. Post,Grant James,Mark Fickert,Kerry Tartack,Luke Askew,Blue McDonnell,Eduardo Cavazos Garza,Ken Farmer,Danny Kamin,Ross Sears,Willis Newton,Gene Burns,Johnny Carson,Sean Corrigan,Rebecca Davis,Sallie Guy,Lance Henry,Richard Levi,K. Todd Lytle,Hallie Martin,Scarlett McAlister,Joe McDuffie,Christopher Meister,Joe Newton,King Orba,Gavin Perry,Vincent James Prendergast,Esteban Rodríguez,Bobby Shue,Jenny Starnes,Amber Lea Voiles,Tom Weirich,Tara Wood,",6.0,113,"USA,","English,","Twentieth Century Fox Film Corporation,Detour Filmproduction,Newton Boys Ventures,"
1406,1805,Wild Things (1998),"Crime,Drama,Mystery,Thriller",1998.0,"Stephen Peters,","John McNaughton,","Kevin Bacon,Matt Dillon,Neve Campbell,Theresa Russell,Denise Richards,Daphne Rubin-Vega,Robert Wagner,Bill Murray,Carrie Snodgress,Jeff Perry,Cory Pendergast,Marc Macaulay,Toi Svane Stepp,Dennis Neal,Diane Adams,Paulo Benedeti,Eduardo Yáñez,Jennifer Taylor,Victoria Bass,Ted Bartsch,Leonor Anthony,Antoni Corone,Robert Deacon,Anthony Giaimo,Manny Suárez,Janet Bushor,Gina LaMarca,Nancy Duerr,Margo Peace,Keith Wilson,Nelson Oramas,Michael Dean Walker,Jesse Muson,Kimberly Lamaze,Rebecca White,Mark Cheek,Christopher De Stefano,Patrick Fox,Pati Lauren,Tonia Madenford,Jimmy Star,Laurie Wallace,",6.5,108,"USA,","English,","Mandalay Entertainment,"
1407,1806,Paulie (1998),"Adventure,Comedy,Drama,Family",1998.0,"Laurie Craig,","John Roberts,","Gena Rowlands,Tony Shalhoub,Cheech Marin,Bruce Davison,Trini Alvarado,Jay Mohr,Buddy Hackett,Hallie Kate Eisenberg,Matt Craven,Bill Cobbs,Tia Texada,Laura Harrington,Peter Basch,Emily Mura-Smith,Hal Robinson,Tamara Zook,Nicole Chamberlain,Charles Parks,Seth Mumy,Dig Wayne,Michael Leydon Campbell,Kristie Transeau,Francesca Federico-O'Murchu,Jerry Winsett,Bud Cox,Miguel Ángel Arechiga,Adalberto Yáñez,Oscar Flores,Jose Luna,Marcelo Berestovoy,Josh Cruze,Yussi Wenger,Larry G. Goldman,Martin Flores,Craig Hosking,William A. Baker,",6.5,91,"USA,","English,Spanish,","DreamWorks,Mutual Film Company,"
1408,1807,"Cool, Dry Place, A (1998)",Drama,1998.0,"Michael Grant Jaffe,Matthew McDuffie,","John N. Smith,","Vince Vaughn,Monica Potter,Joey Lauren Adams,Bobby Moat,Devon Sawa,Todd Louiso,Jenny Robertson,Siobhan Fallon Hogan,Chris Bauer,Nicholas Campbell,Aleksa Palladino,Janet Kidder,Doug Wert,Skipp Sudduth,Dara Perlmutter,Jennifer Irwin,Beth Littleford,Ben Bass,Cale Sampson,Peter Costigan,John Nelles,Dean McDermott,Kathryn Haggis,John Lefebvre,Ron Payne,Melanie Nicholls-King,Phil Lawn,Claudia Theriault,Karen Elder,Aric Green,Alexander Narizni,Jean-Marc Saldini,Brian Berneker,",6.3,97,"USA,","English,","Fox 2000 Pictures,Jacobs/Mutrux,"
1409,1809,Fireworks (Hana-bi) (1997),"Crime,Drama,Romance,Thriller",1997.0,"Takeshi Kitano,","Takeshi Kitano,","Takeshi Kitano,Kayoko Kishimoto,Ren Ohsugi,Susumu Terajima,Tetsu Watanabe,Hakuryû,Yasuei Yakushiji,Tarô Itsumi,Ken'ichi Yajima,Makoto Ashikawa,Yûko Daike,Tsumami Edamame,Yûrei Yanagi,Sujitarô Tamabukuro,Tokio Seki,Motoharu Tamura,Hitoshi Nishizawa,Setchin Kawaya,Shoko Kitano,Kiyoko Kitazawa,Takayuki Konishi,Rinko Morikawa,Yoshiyuki Morishita,Omiya no Matsu,Manzô Shinra,Sumiko Takai,Kanji Tsuda,Keiko Yamamoto,Shûji Ôtsuki,",7.9,103,"Japan,","Japanese,","Bandai Visual Company,TV Tokyo,Tokyo FM Broadcasting Co.,Office Kitano,"
1410,1810,Primary Colors (1998),"Comedy,Drama",1998.0,"Joe Klein,Elaine May,","Mike Nichols,","John Travolta,Emma Thompson,Billy Bob Thornton,Kathy Bates,Adrian Lester,Maura Tierney,Larry Hagman,Diane Ladd,Paul Guilfoyle,Rebecca Walker,Caroline Aaron,Tommy Hollis,Rob Reiner,Ben Jones,J.C. Quinn,Allison Janney,Robert Klein,Mykelti Williamson,James Denton,Leontine Guilliard,Monique Ridge-Williams,Ned Eisenberg,Brian Markinson,Geraldo Rivera,Charlie Rose,Larry King,O'Neal Compton,Kevin Cooney,Bonnie Bartlett,Cynthia O'Neal,Chelcie Ross,John Vargas,Tony Shalhoub,Bianca Lawson,Robert Cicchini,William Stanford Davis,Harrison Young,Rolando Molina,Ross Benjamin,Stacy Edwards,Kristoffer Ryan Winters,Susan Kussman,Vickilyn Reynolds,Robert Symonds,Gia Carides,Robert Easton,Scott Burkholder,Bill Maher,Lu Elrod,Michael Haley,Henry Woronicz,Daryce Richman,Rosalie Peck,Susan Forristal,James Earl Jones,Eric Boyd,Clark Heathcliff Brolly,James DuMont,Amaris Dupree,Tom Griffith,Noah Michael Levine,Richard Livingston,Carlos A. Montes,Dorie Neal,Brian Shakti,Pete Tittl,Sara Van Horn,Lesa Whittington,Tony Winters,Jordan Ancel,Dara J. Bragg,Greg Bronson,Marian Caparrós,Sophia Choi,Matt Clifford,Barbara Conway,Kacee DeMasi,Freddie Joe Farnsworth,Phil Faroudja,Anthony Michael Frederick,Frank Jennings,Nick Loeb,Polli Magaro,Jean Martirez,Greg McWhorter,Larry Mendte,John Milford,Christopher C. Murphy,Tim Murphy,Msaada Nia,Gary Pike,Kevin Richardson,Rocco,Rocco Salata,Larry F. Scott,Lorna Scott,Renee Spei,Steve Teamkin,Lynn Wanlass,Charlie Weirauch,",6.7,143,"France,UK,Germany,USA,Japan,","English,","Award Entertainment,British Broadcasting Corporation,Icarus Productions,Marubeni,Mutual Film Company,Tele München Fernseh Produktionsgesellschaft,Toho-Towa,UGC PH,Universal Pictures,"
1411,1812,Wide Awake (1998),"Comedy,Drama,Family",1998.0,"M. Night Shyamalan,","M. Night Shyamalan,","Joseph Cross,Timothy Reifsnyder,Dana Delany,Denis Leary,Robert Loggia,Rosie O'Donnell,Camryn Manheim,Vicki Giunta,Julia Stiles,Heather Casler,Dan Lauria,Stefan Niemczyk,Michael Pacienza,Michael Shulman,Jaret Ross Barron,Jarrett Abello,Joseph Melito,Peter A. Urban Jr.,Jahmal Curtis,Michael Craig Bigwood,Gil Robbins,Marc H. Glick,Robert K. O'Neill,Deborah Stern,Joey Perillo,Jerry Walsh,Liam Mitchell,Charles Techman,Antoine McLean,Arleen Goman,Mets Suber,Gina Allegro,Rena Anakwe,Theo Aronson,Pierce Cravens,Stephen Dunn,Josh LaBove,Patsy Meck,James Spector,",6.2,88,"USA,","English,","Miramax,Woods Entertainment,"
1412,1816,Two Girls and a Guy (1997),"Comedy,Drama",1997.0,"James Toback,","James Toback,","Natasha Gregson Wagner,Heather Graham,Angel David,Frederique Van Der Wal,Robert Downey Jr.,",5.6,84,"USA,","English,","Fox Searchlight Pictures,Edward R. Pressman Film,Muse Productions,Bigel / Mailer Films,"
1413,1819,Storefront Hitchcock (1997),"Documentary,Music",1998.0,,"Jonathan Demme,","Robyn Hitchcock,Deni Bonet,Tim Keegan,",7.2,77,"USA,","English,","Clinica Estetico,"
1414,1821,"Object of My Affection, The (1998)","Comedy,Drama,Romance",1998.0,"Stephen McCauley,Wendy Wasserstein,","Nicholas Hytner,","Paul Rudd,Kali Rocha,Jennifer Aniston,Lena Cardwell,Natalie B. Kikkenborg,Lauren Pratt,Hayden Panettiere,Lauren Chen,Liam Aiken,Alan Alda,Allison Janney,Tim Daly,Janet Zarish,Ellen Tobie,Virl Andrick,Robert C. Lee,Bradley White,Marilyn Dobrin,Midori Nakamura,John Pankow,Joan Copeland,Steve Zahn,Kate Jennings Grant,Bruce Altman,Salem Ludwig,Antonia Rey,Danny Darrow,Sean Rademaker,Heather Thompson,Mary McIlvaine,Lisa-Erin Allen,Samia Shoaib,Doug Wert,Michael Phelan,Edward James Hyland,Gabriel Macht,John Roland,Rosanna Scotto,Miguel Maldonado,Peter Maloney,Bette Henritze,Nigel Hawthorne,Amo Gulinello,Iraida Polanco,Kevin Carroll,Sarah Knowlton,Steven Ochoa,Kia Goodwin,Daniel Cosgrove,Damian Young,Rebecca Eichenberger,Jane Bodle,Audra McDonald,Fanni Green,Sarah Hyland,Paz de la Huerta,Jeffrey M. Marchetti,Susan Bradford,Sylvia Ader,Miss Michelle,Ava Lee Scott,Carl Burrows,Jordan Elizabeth,George Gearhart King III,Adrian Lee,Andy Redmond,MJ Ryers,Todd Stockman,GinaMarie Zimmerman,",6.0,111,"USA,","English,","Twentieth Century Fox Film Corporation,"
1415,1822,Meet the Deedles (1998),"Comedy,Family",1998.0,"Jim Herzfeld,","Steve Boyum,","Steve Van Wormer,Paul Walker,A.J. Langer,John Ashton,Dennis Hopper,Eric Braeden,Richard Lineback,Robert Englund,M.C. Gainey,Ana Gasteyer,Megan Cavanagh,Michael Ruud,Hattie Winston,Tom Matsusaka,Larry Rippenkroeger,Bob Eric Hart,Donré Sampson,Don Nahaku,Bill Mondy,Alisa Harris,Jeff Olson,Maeve Millard,Braden Powell,Len Rubel,Melissa Pace-Tanner,Dawn Bluford,Dane Stevens,Joey Miyashima,Max Storer,Jessie Comoletti,Phillip Manwaring,Kylie Davis,Steve Bartek,Bart the Bear,Carl Graves,Johnny 'Vatos' Hernandez,Sam Phipps,Tai,",3.9,93,"USA,","English,","DIC Entertainment,Peak Productions,Walt Disney Pictures,"
1416,1824,Homegrown (1998),"Comedy,Crime,Drama,Thriller",1998.0,"Jonah Raskin,Stephen Gyllenhaal,Nicholas Kazan,Stephen Gyllenhaal,","Stephen Gyllenhaal,","John Lithgow,Jon Tenney,Ryan Phillippe,Hank Azaria,Billy Bob Thornton,Kelly Lynch,Jon Bon Jovi,Kleoka Renee Sands,Matt Ross,Judge Reinhold,Leigh French,Christopher Dalton,Jamie Lee Curtis,Tiffany Paulsen,Jeanette H. Wilson,Matthew Winter,Jake Gyllenhaal,Michelle Bonilla,Matt Clark,Maggie Gyllenhaal,Ramsay Midwood,Milo Plasil,Ted Danson,Daniel Alonso,Tom Burke,Seamus McNally,Joe McCrackin,Paul Prendergast,J. Neil Bloomer,Steve Carell,Michael A. Casey,Ungenita Prevost,Marc Ramos,",5.8,102,"USA,","English,","Lakeshore International,"
1417,1826,Barney's Great Adventure (1998),"Adventure,Family",1998.0,"Stephen White,Sheryl Leach,Dennis DeShazer,Stephen White,Sheryl Leach,Kathy Parker,","Steve Gomer,","Alan Fawcett,Jane Wheeler,Kyla Pratt,Diana Rice,Trevor Morgan,David Larouche,Edouard Larouche,George Hearn,Shirley Douglas,David Joyner,Bob West,Jeff Ayers,Julie Johnson,Renee Madeline Le Guerrier,Rock Jutras,John Dunn-Hill,Jeff Brooks,Patty Wirtz,André St-Jean,Paul Vachon,B Martin Sage,Sheena Larkin,Matt Holland,Alain Gendreau,Martin Boisvert,Alain Gauthier,Danielle Lecourtois,Jacques Moisan,Kathleen Renaud,Normand Carrière,Jean Filion,Francoise Hébert,Ruby Rowat,Luc Tremblay,Mathieu Roy,Jinny Jacinto,David Lebel,Molly Saudek,Michael Davis,Steffen Foster,James Lebrecht,Karen Belfo,Sébastian Hell,John Maclaren,Julie Oatfield,",2.8,76,"Canada,USA,","English,","Polygram Filmed Entertainment,Lyrick Studios Video,Lyons Group,"
1418,1827,"Big One, The (1997)","Documentary,Comedy,Crime,Drama",1997.0,"Michael Moore,","Michael Moore,","Michael Moore,Elaine Bly,Dan Burns,Chip Carter,Bill Clinton,Jim Czarnecki,Brian Danitz,Robert Dornan,Joel Feick,Steve Forbes,Doug France,Mary Gielow,Bev Jacowski,Richard Jewell,Kevin Keane,Garrison Keillor,Andy Crash Kelly,Phil Knight,Tia Lessin,Mike McCurry,Diane Mitchell,Rick Nielsen,Keith Peters,Loretta Sanchez,Chris Smith,Jerry Springer,Studs Terkel,Armstrong Williams,",7.1,91,"USA,UK,","English,","Mayfair Entertainment International,British Broadcasting Corporation (BBC),Dog Eat Dog Films,"
1419,1831,Lost in Space (1998),"Action,Adventure,Family,Sci-Fi,Thriller",1998.0,"Irwin Allen,Akiva Goldsman,","Stephen Hopkins,","William Hurt,Mimi Rogers,Heather Graham,Lacey Chabert,Jack Johnson,Gary Oldman,Matt LeBlanc,Jared Harris,Mark Goddard,Lennie James,Marta Kristen,June Lockhart,Edward Fox,Adam Sims,Angela Cartwright,John Sharian,Abigail Canton,Richard Saperstein,Dick Tufeld,Gary A. Hecker,William Todd-Jones,John Philip Dayton,Kamay Lau,",5.1,130,"USA,","English,","New Line Cinema,Saltire Entertainment,Irwin Allen Productions,Prelude Pictures,"
1420,1833,Mercury Rising (1998),"Action,Crime,Drama,Thriller",1998.0,"Ryne Douglas Pearson,Lawrence Konner,Mark Rosenthal,","Harold Becker,","Bruce Willis,Alec Baldwin,Miko Hughes,Chi McBride,Kim Dickens,Robert Stanton,Bodhi Elfman,Carrie Preston,Lindsey Ginter,Peter Stormare,Kevin Conway,John Carroll Lynch,Kelley Hazen,John Doman,Richard Riehle,Chad Lindberg,Hank Harris,James MacDonald,Camryn Manheim,Jack Conley,Maricela Ochoa,Peter Fontana,Kirk B.R. Woller,Betsy Brantley,Ashley Knutson,Tom Gallop,Margaret Travolta,Tiffany Fraser,KoKo Taylor,Matt Levert,Lisa Summerour,Barbara Alexander,Gwen McGee,Ned Schmidtke,Kristina Eliot Johnsen,James Krag,Wadell Brown,Tim Grimm,John T. Scanlon,Annabel Armour,Brent Freeman,Gary Hand,Michael Chieffo,Steve Key,Darryl Alan Reed,Steve Rankin,Maureen Gallagher,Mark Collins,Denise Woods,Kim Robillard,Elaine Abernathy,Spitfire Brown,Jude Ciccolella,Phil Donlon,Thomas F. Duffy,David Michael Fordham,Reese Foster,Shannon Frank,Rosemary Garris,Joel King,Deborah Leydig,Robert Maffia,Shannon Parr,Pamela Gaye Walker,",6.1,111,"USA,","English,","Universal Pictures,Imagine Entertainment,"
1421,1834,"Spanish Prisoner, The (1997)","Drama,Mystery,Thriller",1997.0,"David Mamet,","David Mamet,","Campbell Scott,Steve Martin,Rebecca Pidgeon,Ben Gazzara,Ricky Jay,Felicity Huffman,Richard L. Friedman,Jerry Graff,G. Roy Levin,Hilary Hinckle,David Pittu,Christopher Kaldor,Mike Robinson,Olivia Tecosky,Charlotte Potok,Paul Butler,J.J. Johnston,Emily Weisberg,Stephanie Ross,Elliot Cuker,Scott Zigler,Steven Hawley,Jordan Lage,Steven Goldstein,Jonathan Katz,Paul Dunn III,Tony Mamet,Jack Wallace,Ed O'Neill,Clark Gregg,Lionel Mark Smith,Jim Frangione,Allen Soule,Mary B. McCann,Gustave Johnson,Isiah Whitlock Jr.,Harriet Voyt,Kristin Reddick,Andrew Murphy,Jeremy Geidt,Carolyn 'Coco' Kallis,Neil Pepe,Charles Stransky,Takeo Matsushita,Keiko Seiko,Mimi Jo Katano,Larry Blamire,Conrad Glover,Robert Harrell,Americo Presciutti,Kevin Watson,",7.3,110,"USA,","English,","Jasmine Productions Inc.,Jean Doumanian Productions,Magnolia Films,Sweetland Films,"
1422,1835,City of Angels (1998),"Drama,Fantasy,Romance",1998.0,"Wim Wenders,Peter Handke,Richard Reitinger,Dana Stevens,","Brad Silberling,","Nicolas Cage,Meg Ryan,Andre Braugher,Dennis Franz,Colm Feore,Robin Bartlett,Joanna Merlin,Sarah Dampf,Rhonda Dotson,Nigel Gibbs,John Putch,Lauri Johnson,Christian Aubert,Jay Patterson,Shishir Kurup,Brian Markinson,Hector Velasquez,Marlene Kanter,Bernard White,Dan Desmond,Deirdre O'Connell,Kim Murphy,Chad Lindberg,Alexander Folk,Rainbow Borden,Harper Roisman,Sid Hillman,Wanda-Lee Evans,Wanda Christine,E.J. Callahan,Tudi Roche,David Moreland,Kristina Malota,William Stanford Davis,Mik Scriba,Nick Offerman,Kieu Chinh,Geoffrey Thorne,Peter Spellos,Jim Kline,Cherene Snow,Keaton Tyndall,Kylie Tyndall,Amy Brenneman,Cabran E. Chamberlain,Tanya Douglas,Andrew Frankel,Alexander Gould,Aymara Limma,Steve Mora,Elisabeth Shue,Jimi Wheeler,",6.7,114,"Germany,USA,","English,","Atlas Entertainment,Monarchy Enterprises B.V.,Regency Enterprises,Taurus Film,Warner Bros.,"
1423,1836,"Last Days of Disco, The (1998)","Comedy,Drama,Music,Romance",1998.0,"Whit Stillman,","Whit Stillman,","Chloë Sevigny,Kate Beckinsale,Chris Eigeman,Mackenzie Astin,Matt Keeslar,Robert Sean Leonard,Jennifer Beals,Matt Ross,Tara Subkoff,Burr Steers,David Thornton,Jaid Barrymore,Sonsee Neu,Edoardo Ballerini,Scott Beehner,Zachary Taylor,Neil Butterfield,Michael Weatherly,James Murtaugh,John C. Havens,Amanda Harker,Brandi Seymour,Leslie Lyles,Cate Smit,Kathleen Chalfant,Jan Austell,Robin Miles,Carolyn Farina,Taylor Nichols,Bryan Leder,Dylan Hundley,Debbon Ayer,Mark McKinney,Linda Pierce,Carlos Jacott,Sharon Scruggs,Ajay Mehta,Norma Quarles,George Plimpton,Anthony Haden-Guest,Kimball Chen,Désirée La Valette,Ivy Supersonic & Girls The Groovy,Bunny Beekman,Inmaculada de Habsburgo,Redman Maxfield,Jack Staub,Elizabeth Strong Cuevas,Isabelle Townsend,Michael Albanese,Randy Feelgood,Harry Tappan Heher,Will Kempe,Adrian Lee,Jessica Pimentel,Rio Puertollano,Rohan Quine,Michael Rothberger,Jack Serra,Nick Stellate,",6.6,113,"USA,","English,","Castle Rock Entertainment,Polygram Filmed Entertainment,Westerly Films,"
1424,1837,"Odd Couple II, The (1998)","Adventure,Comedy",1998.0,"Neil Simon,","Howard Deutch,","Jack Lemmon,Walter Matthau,Richard Riehle,Jonathan Silverman,Lisa Waltz,Mary Beth Peil,Christine Baranski,Jean Smart,Rex Linn,Jay O. Sanders,Barnard Hughes,Ellen Geer,Doris Belack,Lou Cutell,Mary Fogarty,Alice Ghostley,Peggy Miley,Rebecca Schull,Florence Stanley,Estelle Harris,Joaquín Martínez,Amy Yasbeck,Francesca P. Roberts,Amy Parrish,Liz Torres,Myles Jeffrey,Carmen Mormino,Chuck Montgomery,Earl Boen,Ron Harper,Edmund L. Shaff,Daisy Velez,Beecey Carlson,Terry L. Rose,Alfred Dennis,Armando Ortega,Peter Renaday,David Jean Thomas,Daniel Zacapa,Cliff Bemis,Frank Roman,Lonnie McCullough,Matt McKenzie,Heath Hyche,Irene Olga López,Jerry Rector,Martin Grey,Michelle Johnston,Michelle Matthow,Mark Thomas McGee,Barry Thompson,Joanna Sanchez,Catherine Paolone,Laura Russo,Charlie Brewer,Robert 'Bobby Z' Zajonc,Darrell Britt,Michael Chanslor,Beau Lotterman,L. Christian Mixon,Robert Werhan,",6.4,97,"USA,","English,Spanish,","Paramount Pictures,Cort/Madden Productions,"
1425,1839,My Giant (1998),"Comedy,Drama,Sport",1998.0,"Billy Crystal,David Seltzer,David Seltzer,","Michael Lehmann,","Billy Crystal,Kathleen Quinlan,Gheorghe Muresan,Joanna Pacula,Zane Carney,Jere Burns,Harold Gould,Dan Castellaneta,Raymond O'Connor,Rider Strong,Doris Roberts,Carl Ballantine,Eric Lloyd,Jay Black,Lorna Luft,Tony Belton,Lindsay Crystal,Peter Schindler,Martin Faltýn,Miroslav Dubský,Dale Wyatt,Ajay Naidu,Estelle Harris,Elaine Kagan,Philip Sterling,Max Goldblatt,E.E. Bell,Michael Papajohn,Lincoln Simonds,Steven Seagal,Heather Thomas,Rick Overton,Richard Portnow,Nicki Micheaux,Lawrence Pressman,Yvonne de La Paix,Miroslava Babúrková,Zoja Oubramová,Václav Kotva,Lena Birková,Joss Ackland,Anthony Avery,Jason H. Karniol,Brian D. Kline,Walter Ludwig,Victor Medina-San Andrés,Jody Millard,Zdenek Srstka,Verne Troyer,",4.9,103,"USA,","English,Romanian,","Castle Rock Entertainment,Face Productions,"
1426,1840,He Got Game (1998),"Drama,Sport",1998.0,"Spike Lee,","Spike Lee,","Denzel Washington,Ray Allen,Milla Jovovich,Rosario Dawson,Hill Harper,Zelda Harris,Ned Beatty,Jim Brown,Joseph Lyle Taylor,Bill Nunn,Michele Shay,Thomas Jefferson Byrd,Roger Guenveur Smith,John Turturro,Lonette McKee,Arthur J. Nascarella,Travis Best,Walter McCarty,John Wallace,Rick Fox,Al Palagonia,Leonard Roberts,Saul Stein,Ron Cephas Jones,Jade Yorker,Shortee Red,Quinn Harris,Dean Smith,Lute Olson,John Chaney,John Thompson,Roy Williams,Nolan Richardson,Denny Crum,Tom Davis,Clem Haskins,George Karl,Jim Boeheim,Rick Pitino,Bobby Cremins,Dick Vitale,Bill Walton,Shaquille O'Neal,Reggie Miller,Charles Barkley,Scottie Pippen,Michael Jordan,Robin Roberts,Gus Johnson,Stuart Scott,Ray Clay,J.C. MacKenzie,Coati Mundi,Avery Glymph,Ciara A. Shields,Linque Ayoung,Angela Meryl,Dionne Phillips,Gary Frith,Jamie Hector,Harry Philippe,Kelli-Lin McMillan,Lamar Tookes,Mark Breland,Heather Hunter,Christopher Wynkoop,Alonzo Scales,Lori Rom,Kim Director,Felicia Finley,Chasey Lain,Jill Kelly,Jennifer Esposito,Anthony T. Paige,Ava Lee Scott,Arthur Agee,Daphna Cardinale,William Gates,James McKnight,Wil Smith,",6.9,136,"USA,","English,","Touchstone Pictures,40 Acres & A Mule Filmworks,"
1427,1841,"Gingerbread Man, The (1998)",Talk-Show,1998.0,,,"Roger Ebert,Gene Siskel,",,,,,
1428,1844,Live Flesh (Carne trémula) (1997),,,,,,,,,,
1429,1845,Zero Effect (1998),"Comedy,Crime,Drama,Mystery,Thriller",1998.0,"Jake Kasdan,","Jake Kasdan,","Bill Pullman,Ben Stiller,Ryan O'Neal,Kim Dickens,Angela Featherstone,Hugh Ross,Sarah DeVincentis,Matt O'Toole,Michele Mariana,Robert Katims,Tyrone Henry,Aleta Barthell,Tapp Watkins,Wendy Westerwelle,Lauren Hasson,Daniel Pershing,David Doty,J.W. Crawford,Fred Parnes,Luisa Sermol,Marvin LaRoy Sanders,Doug Baldwin,Robert Blanche,Margot Demeter,Jake Kasdan,Bill Kelley,Geno Romo,Galen Schrick,",7.0,116,"USA,","English,","Castle Rock Entertainment,Columbia Pictures Corporation,Manifest Film Company,"
1430,1846,Nil By Mouth (1997),Drama,1997.0,"Gary Oldman,","Gary Oldman,","Ray Winstone,Kathy Burke,Charlie Creed-Miles,Laila Morse,Edna Doré,Chrissie Cotterill,Jon Morrison,Jamie Foreman,Steve Sweeney,Terry Rowley,Sam Miller,Leah Fitzgerald,Gerry Bromfield,Neil Maskell,Sid Golder,John Blundell,Kenan Hudaverdi,Everton Nelson,Ronnie Fox,Franc Ashman,Dan Carey,Martin Watson,Giseppe Acunzo,Matthew Scott,Edmund Scott,Mark Gilvary,",7.4,128,"UK,France,","English,","SE8 Group,EuropaCorp,"
1431,1848,"Borrowers, The (1997)",Talk-Show,1998.0,,,"Roger Ebert,Gene Siskel,",,,,,
1432,1852,Love Walked In (1998),"Drama,Thriller",1997.0,"Juan José Campanella,José Pablo Feinmann,Lynn Geller,Larry Golin,","Juan José Campanella,","Denis Leary,Terence Stamp,Aitana Sánchez-Gijón,Michael Badalucco,Danny Nucci,Gene Canfield,Marj Dusay,Neal Huff,J.K. Simmons,Justin Lazard,Rocco Sisto,Jimmy McQuaid,Murphy Guyer,Paul Eagle,Fiddle Viracola,Jeremy Webb,Gregory Scanlon,Gary DeWitt Marshall,D.C. Benny,Patrick Boll,Moira Kelly,",5.5,95,"Argentina,USA,","English,","Apostle,JEMPSA,Triumph Films,"
1433,1854,Kissing a Fool (1998),"Comedy,Romance",1998.0,"James Frey,James Frey,Doug Ellin,","Doug Ellin,","David Schwimmer,Jason Lee,Mili Avital,Bonnie Hunt,Vanessa Angel,Kari Wuhrer,Frank Medrano,Bitty Schram,Judy Greer,Ron Beattie,Doug Ellin,Tag Mendillo,Justine Bentley,Liza Cruzat,Jessica Mills,Sammy Sosa,Jerry Springer,Mike Squire,Marco Siviero,Steve Seagren,Philip Rayburn Smith,Jayson Fate,Ross Bon,Antimo Fiore,Amy McLott,Andy-John,Charles William Breen,Christopher Free,Sean Riggs,Shannon Watson,",5.6,USA:93,"USA,","English,","Largo Entertainment,Rick Lashbrook Films,"
1434,1855,Krippendorf's Tribe (1998),Comedy,1998.0,"Frank Parkin,Charlie Peters,","Todd Holland,","Richard Dreyfuss,Jenna Elfman,Natasha Lyonne,Gregory Smith,Carl Michael Lindner,Lily Tomlin,Stephen Root,Doris Belack,Julio Oscar Mechoso,Siobhan Fallon Hogan,Amzie Strickland,Phil Leeds,Frances Bay,Susan Ruttan,Barbara Williams,Elaine Stritch,Tom Poston,Zakes Mokae,David Ogden Stiers,Sandy Martin,Lance Kinsey,Mila Kunis,Robin Karfo,Tim Halligan,Peter Tilden,Shashawnee Hall,Timothy Wells,Kari Leigh Floyd,Michael Steve Jones,Ian Busch,Jacob Handy,Grace Lee,Todd Cattell,Zachary Handy,Chris Duque,Valerie Reid,Rachel Winfree,Suanne Spoke,Catherine Paolone,Bill Rosier,Robb Derringer,Laura Cayouette,China Brezner,Bruce Jarchow,Wendy Worthington,Flynn Beck,Greg Bronson,Juan Canopii,Andrew Frankel,Penny Johnson Jerald,Dave Mallow,Jewel McDonald,Joy Somers,",4.9,94,"USA,","English,","Dreyfuss / James Productions,Touchstone Pictures,"
